new_id,batch,sex,dobday,dobmon,dobyear,fathermonin,sscins,sscboard,sscsub,sscgrade,ssctotal,sscyear,data,hscboard,hscsub,hscgrade,hsctotal,hscyear
2264,20170,male,24,3,1998,100000/=,KHILGAON HIGH SCHOOL,DHAKA,SCIENCE,4.44,A,2013,KHILGAON HIGH SCHOOL,DHAKA,SCIENCE,4.33,A,2015
2265,20160,female,27,10,1996,25000/-,BHALUKA GOVT. GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.69,2012,BHALUKA GOVT. GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.8,2014
2266,20170,male,31,1,1997,50000/-,KAWLAR ISLAMIA DHAKIL MADRASHA,MADRASHA,SCIENCE,A,4.88,2014,KAWLAR ISLAMIA DHAKIL MADRASHA,MADRASHA,SCIENCE,A,4.81,2016
2267,20170,male,2,1,1997,40000,SATKHIRA GOVT. HIGH SCHOOL,JESSORE,SCIENCE,A+,5,2012,SATKHIRA GOVT. HIGH SCHOOL,JESSORE,SCIENCE,A,4.7,2014
2268,20160,female,9,8,1997,30000/-,BKSP PUBLIC SCHOOL,DHAKA,SCIENCE,A,4.75,2012,BKSP PUBLIC SCHOOL,DHAKA,SCIENCE,A,4.9,2014
2269,20141,male,1,7,1995,40000/-,MOTIJHEEL MODEL SCHOOL,DHAKA,SCIENCE,A,4.5,2010,MOTIJHEEL MODEL SCHOOL,DHAKA,SCIENCE,A,4.4,2013
2270,20152,male,2,5,1997,20000/-,D.S.M.R HIGH SCHOOL,DHAKA,SCIENCE,A,4.19,2012,D.S.M.R HIGH SCHOOL,DHAKA,SCIENCE,A-,3.7,2014
2271,20150,female,31,1,1996,30000/-,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A+,5,2011,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A+,5,2013
2272,20162,male,10,6,1996,10000,ISLAMIA GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A,4.44,2013,ISLAMIA GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A-,3.92,2015
2273,20151,male,7,11,1995,40000/-,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A,4.25,2012,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A,4.4,2014
2274,20030,m,,,,,,,,,,,,,,,,
2275,20090,male,15,5,1988,50000/-,NAWAB HABIBULLAH HIGH SCHOOL,DHAKA,SCIENCE,,3.63,2004,NAWAB HABIBULLAH HIGH SCHOOL,DHAKA,SCIENCE,,3.1,2008
2276,20050,m,,,,,,,,,,,,,,,,
2277,20161,male,25,12,1997,15000/-,PABNA ISLAMIA MADRASHA,MADRASHA,SCIENCE,A+,5,2012,PABNA ISLAMIA MADRASHA,RAJSHAHI,SCIENCE,A+,5,2014
2278,20070,m,,,,,,,,,,,,,,,,
2279,20022,m,,,,,,,,,,,,,,,,
2280,20091,male,31,12,1989,25000/-,SARISHABARI R.U.T SCHOOL,DHAKA,SCIENCE,,3,2006,SARISHABARI R.U.T SCHOOL,DHAKA,SCIENCE,,3.1,2008
2281,20171,male,1,2,1998,50000,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A,4.81,2014,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A,4.42,2016
2282,20090,male,1,1,1991,20000/-,NAZRUL SHIKSHALAYA,DHAKA,SCIENCE,A,4.19,2006,NAZRUL SHIKSHALAYA,DHAKA,SCIENCE,A,4.4,2008
2283,20042,m,,,,,,,,,,,,,,,,
2284,20160,male,20,5,1996,30000/-,JADABPUR B.M. HIGH SCHOOL,DHAKA,SCIENCE,A,4.31,2013,JADABPUR B.M. HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2015
2285,20140,male,5,7,1994,28000,NATUN KURI CANTONMENT HIGH SCHOOL,CHITTAGONG,SCIENCE,A+,5,2011,NATUN KURI CANTONMENT HIGH SCHOOL,CHITTAGONG,SCIENCE,A,4.4,2013
2286,20160,male,2,10,1997,70000/-,RANI BILASHMONI GOVT. BOYS HIGH SCHOOL,DHAKA,SCIENCE,A,4.5,2013,RANI BILASHMONI GOVT. BOYS HIGH SCHOOL,DHAKA,SCIENCE,A,4.33,2015
2287,20130,male,2,6,1993,30000,BEGUMGANJ GOVT.PILOT HIGH SCHOOL,COMILLA,SCIENCE,A,4.56,2009,BEGUMGANJ GOVT.PILOT HIGH SCHOOL,COMILLA,SCIENCE,A-,3.5,2011
2288,20140,male,19,6,1994,20000,AHAMMED UDDIN,DINAJPUR,SCIENCE,A+,5,2009,AHAMMED UDDIN,JESSORE,SCIENCE,A,4.6,2011
2289,20160,male,30,12,1995,50000/-,SARASKATI UNITED SECONDARY,JESSORE,SCIENCE,A,4.63,2010,SARASKATI UNITED SECONDARY,JESSORE,SCIENCE,A,4.3,2012
2290,20150,male,5,1,1997,30000/-,PABNA KAMIL MADRASHA,MADRASHA,SCIENCE,A+,5,2012,PABNA KAMIL MADRASHA,RAJSHAHI,SCIENCE,A,4.2,2014
2291,20031,m,,,,,,,,,,,,,,,,
2292,20170,male,4,1,1998,40000/=,BARNAMALA ADRASHA HIGH SCHOOL,DHAKA,SCIENCE,5,A+,2013,BARNAMALA ADRASHA HIGH SCHOOL,DHAKA,SCIENCE,4.25,A,2015
2293,20160,male,31,12,1995,35000/-,AKKELPUR F.U. PILOT HIGH SCHOOL,RAJSHAHI,SCIENCE,A+,5,2011,AKKELPUR F.U. PILOT HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4.6,2013
2294,20151,male,13,2,1997,50000/-,BOKSHIGANJ N.M. HIGH SCHOOL,DHAKA,SCIENCE,A-,3.5,2012,BOKSHIGANJ N.M. HIGH SCHOOL,DHAKA,SCIENCE,A-,3.9,2014
2295,20170,male,5,9,1997,40000,PATUAKHALI JUBLEE HIGH SCHOOL,BARISAL,SCIENCE,A,4.19,2014,PATUAKHALI JUBLEE HIGH SCHOOL,BARISAL,SCIENCE,B,3.33,2016
2296,20100,male,5,6,1991,12000/-,NAWAB HABIBULLAH MODEL H. SCHOOL,DHAKA,SCIENCE,A,4.63,2006,NAWAB HABIBULLAH MODEL H. SCHOOL,DHAKA,SCIENCE,A,4.2,2008
2297,20031,m,,,,,,,,,,,,,,,,
2298,20162,male,1,7,1996,35000,AL-HERA ACADEMY,RAJSHAHI,SCIENCE,A+,5,2013,AL-HERA ACADEMY,DHAKA,SCIENCE,A+,5,2015
2299,20171,female,19,8,1998,43000,DINAJPUR GOVT. GIRLS HIGH SCHOOL,DINAJPUR,SCIENCE,5,A+,2013,DINAJPUR GOVT. GIRLS HIGH SCHOOL,DINAJPUR,SCIENCE,4.33,A,2015
2300,20122,male,8,2,1994,35000,KHUBJIPUR BIARERAL HIGH SCHOOL,DHAKA,SCIENCE,A,4.75,2010,KHUBJIPUR BIARERAL HIGH SCHOOL,DHAKA,SCIENCE,A,4.5,2012
2301,20120,male,12,3,1985,100000,RANINAGAR PILOT HIGH SCHOOL,RAJSHAHI,SCIENCE,B,3.38,2001,RANINAGAR PILOT HIGH SCHOOL,BANGLADESH OPEN UNIV,SCIENCE,C,2.85,2010
2302,20060,m,,,,,,,,,,,,,,,,
2303,20151,male,5,3,1993,30000/-,MADHUPUR SHAHID SMRITY HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2008,MADHUPUR SHAHID SMRITY HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2010
2304,20170,female,1,11,1997,50000,DAKSHIN KHAN ADARSHA GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2013,DAKSHIN KHAN ADARSHA GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.83,2015
2305,20021,m,,,,,,,,,,,,,,,,
2306,20112,male,14,5,1992,50000,KARPASDANGA SECONDARY SCHOOL,JESSORE,SCIENCE,,3.69,2008,KARPASDANGA SECONDARY SCHOOL,JESSORE,SCIENCE,,3.3.,2011
2307,20152,female,26,10,1996,100000/-,???,DHAKA,SCIENCE,A,4,2013,???,DHAKA,SCIENCE,A-,3.75,2015
2308,20151,male,9,3,1997,50000/-,T. ISLAMIA FAZIL MADRASHA,MADRASHA,SCIENCE,A+,5,2012,T. ISLAMIA FAZIL MADRASHA,RAJSHAHI,SCIENCE,A,4.5,2014
2309,20150,male,4,7,1995,50000/-,MUSLIM MODERN ACADEMY,DHAKA,SCIENCE,A,4.81,2012,MUSLIM MODERN ACADEMY,DHAKA,SCIENCE,A,4.9,2014
2310,20070,f,,,,,,,,,,,,,,,,
2311,20100,female,4,11,1992,50000/-,ANWARA BEGUM GIRLS SCHOOL,DHAKA,SCIENCE,A,,2007,ANWARA BEGUM GIRLS SCHOOL,DHAKA,SCIENCE,A,,2009
2312,20171,male,11,5,1998,,KALIHATI R.S PILOT HIGH SCHOOL,DHAKA,SCIENCE,A,4.44,2014,KALIHATI R.S PILOT HIGH SCHOOL,DHAKA,SCIENCE,A,4.33,2016
2313,20051,m,,,,,,,,,,,,,,,,
2314,20021,m,,,,,,,,,,,,,,,,
2315,20170,male,3,5,1999,32000/-,DHAKA MANAGEMENT COLLEGE,TECHNICAL,TEC,A+,5,2014,DHAKA MANAGEMENT COLLEGE,DHAKA,SCIENCE,A,4.75,2016
2316,20171,male,10,11,1997,30000,MAHALAXMIPARA SHARIF HIGH SCHOOL,COMILLA,SCIENCE,A-,5,2014,MAHALAXMIPARA SHARIF HIGH SCHOOL,COMILLA,SCIENCE,A-,5,2016
2317,20101,male,20,11,1991,50000/-,RAJBANI GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A,4.13,2006,RAJBANI GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A-,3.6,2009
2318,20160,male,2,5,1998,25000/-,SOHAGDAL K.P.U INS,BARISAL,SCIENCE,A,4.81,2013,SOHAGDAL K.P.U INS,BARISAL,SCIENCE,A,4.42,2015
2319,20152,male,11,3,1997,30000/-,MILESTONE COLLEGE,DHAKA,SCIENCE,A+,5,2012,MILESTONE COLLEGE,DHAKA,SCIENCE,A+,5,2014
2320,20170,male,2,4,1997,40000,TOYMOS BEGUM HIGH SCHOOL,COMILLA,SCIENCE,A,5,2014,TOYMOS BEGUM HIGH SCHOOL,COMILLA,SCIENCE,A-,5,2016
2321,20100,male,1,1,1992,30000/-,KURMITOLA HIGH SCHOOL,DHAKA,SCIENCE,A,4.31,2007,KURMITOLA HIGH SCHOOL,DHAKA,SCIENCE,A,4.8,2009
2322,20170,male,1,6,1999,20000,"DAUDPUR HIGH SCHOOL, DINAJPUR",DINAJPUR,SCIENCE,A+,5,2014,"DAUDPUR HIGH SCHOOL, DINAJPUR",DINAJPUR,SCIENCE,A+,5,2016
2323,20151,male,13,12,1996,50000/-,JAMSHERPUR HIGH SCHOOL,COMILLA,SCIENCE,A+,5,2012,JAMSHERPUR HIGH SCHOOL,COMILLA,SCIENCE,A,4.7,2014
2324,20170,male,25,11,1995,50000/-,CANTT. PUBLIC SCHOOL COLLEGE,DHAKA,SCIENCE,5,A+,2010,CANTT. PUBLIC SCHOOL COLLEGE,DHAKA,SCIENCE,3.8,A-,2014
2325,20162,male,14,1,1998,22000,GOVT. SCIENCE COLLEGE ATTACHED HIGH SCHOOL,DHAKA,SCIENCE,A,4.56,2014,GOVT. SCIENCE COLLEGE ATTACHED HIGH SCHOOL,DHAKA,SCIENCE,A-,3.75,2016
2326,20090,male,10,10,1990,30000/-,SHOLLA HIGH SCHOOL,DHAKA,SCIENCE,,4.13,2005,SHOLLA HIGH SCHOOL,DHAKA,SCIENCE,,3.8,2008
2327,20161,male,7,7,1995,15000/-,B.S.M.R.AGRI. UNI. SCHOOL,DHAKA,SCIENCE,A,4.69,2012,B.S.M.R.AGRI. UNI. SCHOOL,DHAKA,SCIENCE,A,4,2014
2328,20151,male,10,10,1995,50000/-,RATOWAL R.N. HIGH SCHOOL,RAJSHAHI,SCIENCE,,4.63,2012,RATOWAL R.N. HIGH SCHOOL,RAJSHAHI,SCIENCE,,4.2,2014
2329,20151,male,19,12,1995,40000/-,PUTHIA P.N. HIGH SCHOOL,RAJSHAHI,SCIENCE,A+,5,2011,PUTHIA P.N. HIGH SCHOOL,RAJSHAHI,SCIENCE,B,3.4,2014
2330,20141,male,1,1,1996,25000/-,MONIPUR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2011,MONIPUR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2013
2331,20022,m,,,,,,,,,,,,,,,,
2332,20171,male,1,2,1997,350000,MENGURAHAT FAZIL MAD,MADRASAH,SCIENCE,4.31,A,2013,MENGURAHAT FAZIL MAD,MADRASAH,SCIENCE,4.75,A,2015
2333,20151,male,3,1,1997,20000/-,TELIGATI B.N.H.K. ACADEMY,DHAKA,SCIENCE,A,4.44,2012,TELIGATI B.N.H.K. ACADEMY,DHAKA,SCIENCE,,4,2014
2334,20161,female,9,1,1998,40000/-,POLICE LINE SECONDARY SCHOOL,JESSORE,SCIENCE,A,4.75,2013,POLICE LINE SECONDARY SCHOOL,JESSORE,SCIENCE,A,4.42,2015
2335,20161,male,8,5,1997,30000/-,???---??? --- ???,JESSORE,SCIENCE,A,4.38,2013,???---??? --- ???,JESSORE,SCIENCE,A-,3.5,2015
2336,20160,male,29,8,1996,22000/-,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A+,5,2012,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A-,3.5,2014
2337,20162,male,2,1,1996,40000/-,BRAHMONDI K.K.M GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A,4.94,2011,BRAHMONDI K.K.M GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A,4.3,2013
2338,20141,male,1,1,1987,30000/-,SARKARKHANA COLLEGE,DHAKA,SCIENCE,A+,5,2001,SARKARKHANA COLLEGE,DHAKA,SCIENCE,,4.1,2013
2339,20152,female,3,9,1994,300000/-,SOS HERMANN GMEINER COLLEGE,DHAKA,SCIENCE,A,4.5,2011,SOS HERMANN GMEINER COLLEGE,DHAKA,SCIENCE,A,4.3,2013
2340,20171,male,31,12,1992,100000,MILESTON COLLEGE,DHAKA,SCIENCE,,4,2007,MILESTON COLLEGE,DHAKA,SCIENCE,,4.1,2011
2341,20140,female,17,12,1994,50000,ST. THECLAS GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.69,2009,ST. THECLAS GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A,4.4,2011
2342,20021,,,,,,,,,,,,,,,,,
2343,20162,male,1,1,1998,30000,COLLECTORATE PUBLIC SCHOOL,DINAJPUR,SCIENCE,A+,5,2014,COLLECTORATE PUBLIC SCHOOL,DINAJPUR,SCIENCE,A-,3.75,2016
2344,20170,female,11,8,1998,45000/-,IBNE TAIMIA HIGH SCHOOL,COMILLA,SCIENCE,A,4.75,2014,IBNE TAIMIA HIGH SCHOOL,COMILLA,SCIENCE,A-,3.83,2016
2345,20152,male,20,9,1967,60000/-,SHAHEED JAHANGIR HIGH SCHOOL,DHAKA,SCIENCE,A,4.31,2013,SHAHEED JAHANGIR HIGH SCHOOL,DHAKA,SCIENCE,A-,3.92,2015
2346,20112,male,1,1,1993,7000,"66001 MALPARA HIGH SCHOOL, CHANDPUR",DHAKA,SCIENCE,,3.27,2009,"66001 MALPARA HIGH SCHOOL, CHANDPUR",DHAKA,SCIENCE,,3.73,2001
2347,20122,male,1,5,1994,30,KAMARPARA HIGH SCHOOL,DHAKA,SCIENCE,A-,3.88,2010,KAMARPARA HIGH SCHOOL,DHAKA,SCIENCE,A,4.7,2012
2348,20160,female,1,5,1994,20000/-,B.A.R.I HIGH SCHOOL,DHAKA,SCIENCE,A,4.19,2010,B.A.R.I HIGH SCHOOL,DHAKA,SCIENCE,A-,3.65,2015
2349,20141,male,1,11,1995,50000/-,RIPUR ALIM MADRASHA,MADRASHA,SCIENCE,A+,5,2010,RIPUR ALIM MADRASHA,RAJSHAHI,SCIENCE,,3.8,2013
2350,20160,female,13,3,1997,20000/-,UTTARA GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2013,UTTARA GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2015
2351,20030,m,1,1,1949,,,,,,,,,,,,,
2352,20152,male,10,9,1996,30000/-,SHREPUR GOVT. VICTORIA ACADEMY,DHAKA,SCIENCE,A+,5,2011,SHREPUR GOVT. VICTORIA ACADEMY,DHAKA,SCIENCE,A,4.4,2014
2353,20152,male,15,3,1996,50000/-,B.B GOVT. BOYS HIGH SCHOOL,DHAKA,SCIENCE,A,4.81,2012,B.B GOVT. BOYS HIGH SCHOOL,DHAKA,SCIENCE,B,3.2,2015
2354,20052,m,,,,,,,,,,,,,,,,
2355,20091,male,30,6,1990,50000/-,BASHURHAT GOVT. HIGH SCHOOL,COMILLA,SCIENCE,,4.88,2006,BASHURHAT GOVT. HIGH SCHOOL,COMILLA,SCIENCE,,4.7,2008
2356,20132,male,19,3,1993,150000/-,SWARUPKATI COLLEGATE ACADEMY,BARISAL,SCIENCE,A,4.94,2009,SWARUPKATI COLLEGATE ACADEMY,BARISAL,SCIENCE,A-,3.6,2011
2357,20100,female,19,6,1990,25000/-,TONGI PILOT HIGH SCHOOL,DHAKA,SCIENCE,,3.5,2006,TONGI PILOT HIGH SCHOOL,DHAKA,SCIENCE,,3.4,2009
2358,20112,male,15,10,1992,50000/-,NATTA SECONDARY SCHOOL,JESSORE,SCIENCE,,4.63,2007,NATTA SECONDARY SCHOOL,JESSORE,SCIENCE,,3.5,2010
2359,20062,m,,,,,,,,,,,,,,,,
2360,20171,male,18,4,1997,40000,BIRAJNAGAR ADARSHA HIGH SCHOOL,DHAKA,SCIENCE,A,4.13,2014,BIRAJNAGAR ADARSHA HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2016
2361,20132,male,15,12,1995,30000/-,S.O.S BOGRA,RAJSHAHI,SCIENCE,A+,5,2010,S.O.S BOGRA,RAJSHAHI,SCIENCE,A,4.9,2012
2362,20160,male,29,4,1997,353000/-,SIRAJMIA MEMORIAL MODEL SCHOOL,DHAKA,SCIENCE,A+,5,2013,SIRAJMIA MEMORIAL MODEL SCHOOL,DHAKA,S,A+,5,2015
2363,20110,male,2,1,1987,50000/-,LOHADI HIGH SCHOOL,DHAKA,SCIENCE,,4,2001,LOHADI HIGH SCHOOL,TECHNICAL,,,2.99,2006
2364,20171,male,17,10,1999,40000,RAMPURA EKRAMUNNESA GIRLS HIGH SCHOOL,DHAKA,SCIENCE,,4.44,2014,RAMPURA EKRAMUNNESA GIRLS HIGH SCHOOL,DHAKA,SCIENCE,,4.5,2016
2365,20152,male,12,11,1997,30000/-,VIBEKANANDA HIGH SCHOOL,DHAKA,SCIENCE,A,4.31,2013,VIBEKANANDA HIGH SCHOOL,DHAKA,SCIENCE,A,4.08,2015
2366,20160,male,2,7,1996,30000/-,ADAMJEE CANT. PUBLIC SCHOOL,DHAKA,SCIENCE,A+,5,2013,ADAMJEE CANT. PUBLIC SCHOOL,DHAKA,SCIENCE,A+,5,2015
2367,20160,male,17,4,1996,50000/-,ADAMJEE CANT. PUBLIC SCHOOL,DHAKA,SCIENCE,A+,5,2013,ADAMJEE CANT. PUBLIC SCHOOL,DHAKA,SCIENCE,A+,5,2015
2368,20161,male,18,12,1997,20000/-,TECHINCAL SCHOOL AND COLLEGE,DHAKA,VOCATIONAL,A,4.46,2013,TECHINCAL SCHOOL AND COLLEGE,DHAKA,VOCATIONAL,A,4.28,2015
2369,20021,male,1,1,1949,,,,,,,,,,,,,
2370,20032,m,,,,,,,,,,,,,,,,
2371,20031,m,,,,,,,,,,,,,,,,
2372,20170,female,5,5,1997,30000/-,DHAKA CANT. GIRLS PUB. SCHOOL,DHAKA,SCIENCE,A+,5,2013,DHAKA CANT. GIRLS PUB. SCHOOL,DHAKA,SCIENCE,A,4.42,2015
2373,20030,m,,,,,,,,,,,,,,,,
2374,20112,male,30,5,1992,50000,MUSLIM MODERN ACADEMY,DHAKA,SCIENCE,,4.69,2007,MUSLIM MODERN ACADEMY,DHAKA,SCIENCE,,3.6,2011
2375,20151,male,20,12,1994,60000/-,BHERAMARA HIGH SCHOOL,JESSORE,SCIENCE,A,4.63,2011,BHERAMARA HIGH SCHOOL,JESSORE,SCIENCE,B,3.2,2014
2376,20120,male,3,4,1992,10000,RANISONKAIL B.M. COLLEGE,DHAKA,TECHNICAL,A-,3.77,2009,RANISONKAIL B.M. COLLEGE,DHAKA,TECHNICAL,A-,3.89,2011
2377,20160,male,3,7,1996,100000/-,ADAMJEE CANT. PUBLIC SCHOOL,DHAKA,SCIENCE,A+,5,2013,ADAMJEE CANT. PUBLIC SCHOOL,DHAKA,SCIENCE,A+,5,2015
2378,20022,m,,,,,,,,,,,,,,,,
2379,20171,male,13,1,1998,35000,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A,4.88,2013,BAF SHAHEEN COLLEGE,DHAKA,SCIENCE,A,4.67,2015
2380,20132,male,30,8,1996,10000/-,TRINITY HIGH SCHOOL,DHAKA,SCIENCE,A,4.63,2011,TRINITY HIGH SCHOOL,DHAKA,SCIENCE,A,4.9,2013
2381,20151,male,21,2,1996,30000/-,BIRGONJ GOVT. HIGH SCHOOL,DINAJPUR,SCIENCE,,4.19,2011,BIRGONJ GOVT. HIGH SCHOOL,DINAJPUR,SCIENCE,,3.5,2014
2382,20102,male,9,10,1993,35000/-,UTTARA H. SCHOOL,DHAKA,SCIENCE,A,4.94,2008,UTTARA H. SCHOOL,DHAKA,SCIENCE,B,3.9,2010
2383,20170,male,10,12,1999,40000,KALACHADPUR UCHHA MADYAMIC BIDYALAYA,DHAKA,SCIENCE,A+,5,2014,KALACHADPUR UCHHA MADYAMIC BIDYALAYA,DHAKA,SCIENCE,A+,5,2016
2384,20031,m,,,,,,,,,,,,,,,,
2385,20162,male,5,7,1998,30000,MOHAMMEDPUR JANATA HIGH SCHOOLQ,COMILLA,SCIENCE,A,5,2014,MOHAMMEDPUR JANATA HIGH SCHOOLQ,COMILLA,SCIENCE,B,5,2016
2386,20171,male,4,1,1998,35000/-,SATIR PARA KK INS,DHAKA,SCIENCE,A,4.69,2013,SATIR PARA KK INS,DHAKA,SCIENCE,A,4.25,2015
2387,20131,female,10,1,1983,40000,RAIPUR PAILOT GIRLS HIGH SCHOOL,COMILLA,SCIENCE,A,4.75,2009,RAIPUR PAILOT GIRLS HIGH SCHOOL,DHAKA,SCIENCE,A-,3.5,2012
2388,20170,male,1,4,1998,40000,IDEAL RESIDENTIAL SCHOOL & COLLEGE,COMILLA,SCIENCE,A,4.63,2014,IDEAL RESIDENTIAL SCHOOL & COLLEGE,COMILLA,SCIENCE,A,4.33,2016
2389,20150,male,5,1,1995,50000/-,BOKSHA GONJ HIGH SCHOOL,COMILLA,SCIENCE,A+,5,2011,BOKSHA GONJ HIGH SCHOOL,DHAKA,SCIENCE,A,4.1,2013
2390,20121,male,25,4,1990,,"COLLEGIATE SCHOOL, CHITTAGONG",CHITTAGONG,SCIENCE,A+,5,2005,"COLLEGIATE SCHOOL, CHITTAGONG",DHAKA,SCIENCE,A,4.8,2007
2391,20092,male,26,3,1990,25000/-,D. KANDI PILOT HIGH SCHOOL,COMILLA,SCIENCE,,3.94,2006,D. KANDI PILOT HIGH SCHOOL,COMILLA,SCIENCE,,3.6,2008
2392,20021,m,,,,,,,,,,,,,,,,
2393,20161,male,28,9,1996,40000/-,MODEL ACADEMY,DHAKA,SCIENCE,A+,5,2013,MODEL ACADEMY,DHAKA,SCIENCE,A,4.83,2015
2394,20141,female,2,11,1995,,SAFIUDDIN SARKER ACADEMY,DHAKA,SCIENCE,A,4.81,2011,SAFIUDDIN SARKER ACADEMY,DHAKA,SCIENCE,A,4.7,2013
2395,20171,male,5,12,1997,25000,FARIDPUR HIGH SCHOOL,DHAKA,SCIENCE,A,5,2014,FARIDPUR HIGH SCHOOL,DHAKA,SCIENCE,A,5,2016
2396,20091,male,6,11,1991,30000/-,ADARSHA HIGH SCHOOL,DHAKA,SCIENCE,,4.19,2006,ADARSHA HIGH SCHOOL,DHAKA,SCIENCE,,3,2008
2397,20131,male,19,4,1995,50000,LION FERUZRU RAHMAN RESIDENTIAL ACADEMAY,COMILLA,SCIENCE,A,4.19,2010,LION FERUZRU RAHMAN RESIDENTIAL ACADEMAY,DHAKA,SCIENCE,A-,3.7,2012
2398,20150,male,1,12,1996,25000/-,DHERERA HIGH SCHOOL,COMILLA,SCIENCE,A,4,2012,DHERERA HIGH SCHOOL,COMILLA,SCIENCE,B,3.3,2014
2399,20141,male,20,3,1994,40000/-,GOVT. MUSTAFABIA MADRASHA,MADRASHA,SCIENCE,A+,5,2009,GOVT. MUSTAFABIA MADRASHA,RAJSHAHI,SCIENCE,A,4.5,2012
2400,20130,male,7,11,1993,85000,WILLS LITTLE FLOWER HIGH SCHOOL,DHAKA,SCIENCE,A,4,,WILLS LITTLE FLOWER HIGH SCHOOL,DHAKA,SCIENCE,B,2.8,
2401,20121,male,25,12,1994,30000/-,M.D.C.  MODEL INSTITUTE,DHAKA,SCIENCE,A+,5,2009,M.D.C.  MODEL INSTITUTE,DHAKA,SCIENCE,A,4.1,2011
2402,20170,male,23,12,1994,30000,MOTIJHEEL GOVT. BOYS HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2009,MOTIJHEEL GOVT. BOYS HIGH SCHOOL,DHAKA,SCIENCE,A,4.3,2011
2403,20150,male,1,3,1997,20000/-,SHEKHERGAON MADRASHA,MADRASHA,SCIENCE,A,4.69,2012,SHEKHERGAON MADRASHA,DHAKA,SCIENCE,A+,5,2014
2404,20031,m,,,,,,,,,,,,,,,,
2405,20171,male,17,8,1997,30000,DULAI HIGH SCHOOL,RAJSHAHI,SCIENCE,A,4.63,2013,DULAI HIGH SCHOOL,RAJSHAHI,SCIENCE,A-,3.83,2015
2406,20161,male,5,12,1998,45000/-,DEWANGONJ GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A,4.63,2013,DEWANGONJ GOVT. HIGH SCHOOL,DHAKA,SCIENCE,A,4,2015
2407,20142,male,16,4,1996,30000/-,BANANI BIDDANIKETAN,DHAKA,SCIENCE,,4.63,2012,BANANI BIDDANIKETAN,DHAKA,SCIENCE,,5,2014
2408,20031,m,,,,,,,,,,,,,,,,
2409,20061,m,,,,,,,,,,,,,,,,
2410,20160,female,1,1,1998,50000/-,BARISAL GOVT. GIRLS HIGH SCHOOL,BARISAL,SCIENCE,A+,5,2012,BARISAL GOVT. GIRLS HIGH SCHOOL,BARISAL,SCIENCE,A,4.3,2014
2411,20092,male,16,4,1985,25000/-,GOVT. LAB. HIGH SCHOOL,DHAKA,SCIENCE,1ST,,2000,GOVT. LAB. HIGH SCHOOL,DHAKA,SCIENCE,1ST,,2002
2412,20170,female,24,12,1999,20000,HAZI BILLAT ALI ADARSHA HIGH SCHOOL,DHAKA,SCIENCE,A,4.25,2014,HAZI BILLAT ALI ADARSHA HIGH SCHOOL,DHAKA,SCIENCE,A,4.17,2016
2413,20022,m,,,,,,,,,,,,,,,,
2414,20130,female,19,7,1994,20000,CANTONMENT BOARD HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2009,CANTONMENT BOARD HIGH SCHOOL,DHAKA,SCIENCE,A,4.2,2012
2415,20161,female,15,11,1997,20000/-,AMINA GOVT. GIRLS HIGH SCHOOL,DINAJPUR,SCIENCE,A,4.19,2013,AMINA GOVT. GIRLS HIGH SCHOOL,DINAJPUR,SCIENCE,A-,3.83,2015
2416,20130,female,8,6,1993,20000,MONIPUR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2009,MONIPUR HIGH SCHOOL,DHAKA,SCIENCE,A+,5,2011
